doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human
9410018,"1. A curable composition that comprises: (A) a polymerized product comprising a linear organosiloxane compound, which is represented by an average composition formula of Formula 1 and, of which a molar ratio of an alkenyl group bound to a silicon atom with respect to the total silicon atoms ranges from 0.02 to 0.2; (B) a crosslinked organosiloxane compound, which is represented by an average composition formula of Formula 2, and of which a molar ratio of an alkenyl group bound to a silicon atom with respect to the total silicon atoms ranges from 0.15 to 0.35; and (C) a hydrogen siloxane compound, which is represented by Formula 3, and of which a molar ratio of a hydrogen atom bound to a silicon atom with respect to the total silicon atoms ranges from 0.2 to 0.8, the crosslinked organosiloxane compound being comprised in a weight ratio of 50 parts by weight to 700 parts by weight relative to 100 parts by weight of the linear organosiloxane compound, a molar ratio of a hydrogen atom bound to a silicon atom in the siloxane compound with respect to an alkenyl group bound to a silicon atom in the linear and crosslinked organosiloxane compounds ranging from 0.8 to 1.2 and the hydrogen siloxane compound comprising an aryl group in such an amount that a molar ratio (Ar/Si) of the aryl group (Ar) with respect to the total silicon atoms (Si) in the hydrogen siloxane compound is in a range from 0.4 to 0.8: wherein R",0.5000209562533056,0.9999580874933888,,,,
9166410,"1. A system that provides alternating current (AC) line balancing, comprising: a three-phase power source including a first AC line that provides a first phase current, a second AC line that provides a second phase current, and a third AC line that provides a third phase current; the first, second and third AC lines coupled to a first set of loads that are critical loads that are continuously powered loads for which the AC lines are not switched; a first transfer switch that is only coupled to the first AC line and the second AC line; a second transfer switch that is only coupled to the second AC line and the third AC line; a third transfer switch that is only coupled to the first AC line and the third AC line; the first, second, and third transfer switches are coupled to a second set of loads that are non-critical loads for which the AC lines may be switched, wherein the first second, and third transfer switches couple the first, second, and third AC lines to the second set of loads; a monitoring component that detects the first phase current, the second phase current and the third phase current provided by the first, second and third AC lines to the first and second sets of loads, and identifies a particular AC line from the first, second and third AC lines that provides a highest level of current to the first and second sets of loads; and a control component that configures at least one transfer switch of the first, second, or third transfer switches to couple an AC line other than the particular AC line to the second set of loads.",0.4999673284461461,0.9999346568922924,,,,
8957599,"1. A supervision circuit for supervising an organic light emitting diode device, the supervision circuit comprising a detection circuit for detecting a first failure state of the organic light emitting diode device and for generating, in response to a detected first failure state that has a duration equal to or larger than a time-interval, a first decision signal, the first failure state being a short defect, wherein the detection circuit is arranged for detecting a further failure state of the organic light emitting diode device and for generating, in response to a detected further failure state, a further decision signal, the further failure state being an open defect; and a switching circuit for, in response to the first decision signal, bypassing the organic light emitting diode device, and for bypassing the organic light emitting diode device in response to the further decision signal.",0.5000673821215822,0.9998652357568356,,,,
8346187,"1. A transmission circuit that outputs a transmission signal having a power level indicated by a power level signal which is transmitted from a predefined base station, the transmission circuit comprising: an amplitude phase separator that separates an input signal into an amplitude signal that indicates an amplitude component and a phase signal that indicates a phase component a phase modulator that conducts a phase modulation on the phase signal and outputs a phase modulation signal; a power amplifier which (i) includes a transistor, (ii) amplifies the phase modulation signal using the transistor and (iii) outputs the amplified phase modulation signal as the transmission signal; a collector controller that controls a collector voltage supplied to the transistor; a base controller that controls a base bias voltage supplied to the transistor; and a switching controller, which (i) receives the power level signal from the predefined base station, (ii) switches, when the power level indicated by the power level signal is lower than a predefined value, to control the collector controller in accordance with the amplitude signal and the power level signal and to control the base controller in accordance with the power level signal, and (iii) switches, when the power level indicated by the power level signal is equal to or more than the predefined value, to control the base controller in accordance with the amplitude signal and the power level signal and to control the collector controller in accordance with the power level signal, wherein the power amplifier amplifies the phase modulation signal based on the collector voltage and the base bias voltage controlled by the collector controller and the base controller.",0.5000711619680747,0.9998576760638508,,,,
9736884,"1. A wireless medical sensor network of devices including at least one duty-cycling medical sensor, at least one other non-medical duty-cycling device and a coordinator device, the at least one duty-cycling medical sensor comprising: sensing means operable to detect values of a life parameter of a patient; transmission and reception means for wireless communication with other devices in the network; and sensor control means operable to control a sleep pattern of the sensor; and the coordinator device comprising transmission and reception means for wireless communication with other devices in the network; wherein a plurality of predefined sleep patterns is provided, the choice of a suitable sleep pattern being determined according to a number of life parameter value thresholds, each threshold defining a boundary between a lower wake-up and a higher wake-up sleep pattern; wherein the sensor transmission means is operable to transmit value information as to the life parameter and the coordinator device transmission means is operable to transmit an indication of a suitable sensor sleep pattern determined centrally by comparing the transmitted value information with the thresholds for the life parameter; and wherein the coordinator device is operable to transmit suitable sleep patterns for each of the duty-cycling devices, a suitable sleep pattern transmitted to at least one non-medical duty-cycling device additionally taking into account at least one external factor not related to that non-medical duty-cycling device, in the form of the number of the medical sensor devices in the network in a predefined emergency state.",0.5001625494759745,0.999674901048051,,,,
9665158,"1. A method comprising: receiving, by a processor associated with a client device, data that includes information associated with a first element in a document; determining, by the processor, a battery level associated with the client device; determining, by the processor, whether the battery level satisfies a threshold; presenting, by the processor and when the battery level satisfies the threshold, the document for display on a display of the client device, wherein presenting the document includes presenting the first element; and presenting, by the processor and when the battery level does not satisfy the threshold, a modified document for display on the display, wherein the modified document includes a modified version of the first element that is formed using a table that stores data indicating how to modify elements to form modified versions of the elements, and wherein the client device uses less power to present the modified document than the document.",0.4997959201678659,0.9995918403357318,,,,
9562168,"1. A fluoropolymer coating composition comprising: an aqueous liquid medium; fluoropolymer particles dispersed in the aqueous liquid medium wherein the fluoropolymer or fluoropolymer mixture comprises repeat units derived from VF, VDF, or a combination thereof and at least 45 mole-% of repeat units derived from TFE; inorganic oxide nanoparticles; a compound that reacts with the repeat units derived from VF and VDF to crosslink the fluoropolymer and/or couple the fluoropolymer to the inorganic oxide nanoparticles.",0.500254794180827,0.999490411638346,,,,
8691563,1. A vector comprising: (a) DNA encoding an infectious RNA molecule; and (b) a CMV RNA polymerase promoter; wherein:,0.500393170096561,0.999213659806878,,,,
9056298,"1. A method for causing cavitation in a substance, comprising: providing a first fluid substance in a spherical resonator chamber; applying acoustic energy to said spherical resonator chamber so that said acoustic energy is transmitted by said spherical resonator chamber into said first fluid substance in said spherical resonator chamber; providing a second fluid substance in a spherical cavitation reactor chamber disposed within said spherical resonator chamber; causing said acoustic energy to propagate from said first fluid substance through a wall of said spherical cavitation reactor chamber into said second fluid substance so as to cause acoustic cavitation within said second fluid substance; and wherein said spherical resonator chamber and said spherical cavitation reactor chamber are substantially concentric with respect to each other.",0.4994478618956641,0.9988957237913284,,,,
8778860,"1. A cleaning composition comprising: from 0.1 to 3.0 wt % of a mixture of surfactants including dicaprylyl ether, hexyl glucoside and glyceryl oleate; from 0.25 to 3.0 wt % alkylpolyglycoside; from 0.1 to 3.0 wt % sodium coco sulfate; at least one essential oil; and water.",0.5007174705951454,0.9985650588097092,,,,
